,id,Học phần điều kiện,Tên tiếng anh,Tên viết tắt,Viện Quản lý
2118,2118,,Electrolytic Metallurgy,Công nghệ điện phân trong dung dịch nước,KKHVCNVL
2119,2119,,Engineering Practicum,Công nghệ chế tạo các loại gang cầu,KKHVCNVL
2120,2120,,Casting Alloys,Hợp kim đúc,KKHVCNVL
2121,2121,,Sand Mold Materials,Vật liệu khuôn cát,KKHVCNVL
2122,2122,,Technolgy of Casting Mold,Công nghệ khuôn đúc,KKHVCNVL
2123,2123,,Design Project in Casting and CAD,Đồ án môn học Thiết kế đúc và CAD,KKHVCNVL
2124,2124,,Casting Design in SOLIDWORKS,Thiết kế đúc trên SOLIDWORKS,KKHVCNVL
2125,2125,,Special Casting Technologies,Các phương pháp đúc đặc biệt,KKHVCNVL
2126,2126,,Casting Equipments,Thiết bị đúc,KKHVCNVL
2127,2127,,Controlled Solidification Processes,Các quá trình đông đặc có điều khiển,KKHVCNVL
2128,2128,,Recycled Cteel Scrap,Tái sinh phế liệu kim loại đúc,KKHVCNVL
2129,2129,,Recycled Sand Mold Materials,Tái sinh vật liệu làm khuôn cát,KKHVCNVL
2130,2130,,Thermal Analysis in Casting,Phân tích nhiệt trong đúc,KKHVCNVL
2131,2131,,Heat Treatment Workshop Design,Thiết kế xưởng đúc,KKHVCNVL
2132,2132,,Applied Informatics,Tin học ứng dụng trong đúc,KKHVCNVL
2133,2133,,Casting Defects,Khuyết tật đúc,KKHVCNVL
2134,2134,,Art Casting,Đúc mỹ thuật,KKHVCNVL
2135,2135,,Casting Mold Design,Thiết kế khuôn mẫu,KKHVCNVL
2136,2136,,Engineering Practicum,Thực tập kỹ thuật,KKHVCNVL
2137,2137,,Technology of Suface Treatment,Công nghệ xử lý bề mặt,KKHVCNVL
2138,2138,MSE3170,Technology of Heat Treatment,Công nghệ nhiệt luyện,KKHVCNVL
2139,2139,,Electronic Microscopy and Atomic Analysis,Hiển vi điện tử và phân tích nguyên tố,KKHVCNVL
2140,2140,MSE4620,Design Project in Heat Treatment Workshop,Đồ án môn học Thiết kế xưởng nhiệt luyện,KKHVCNVL
2141,2141,MSE4640=,Heat Treatment Equipments,Thiết bị nhiệt luyện,KKHVCNVL
2142,2142,,Non Ferrous Materials,Vật liệu kim loại mầu,KKHVCNVL
2143,2143,,Ferrous Alloys,Hợp kim hệ sắt,KKHVCNVL
2144,2144,,Materials Research Lab,Thực hành nghiên cứu vật liệu,KKHVCNVL
2145,2145,,Special Topics: Commercial Materials,Chuyên đề: Vật liệu thương phẩm,KKHVCNVL
2146,2146,,Information Technology in Materials Technology,Ứng dụng tin học trong CNVL,KKHVCNVL
2147,2147,,Surface Treatment by Electrochemistry,Xử lý bề mặt bằng phương pháp điện hoá,KKHVCNVL
2148,2148,,Selection of Materials and Technologies,Lựa chọn vật liệu và công nghệ,KKHVCNVL
2149,2149,,Special Topics: Advanced Materials,Chuyên đề: vật liệu tiên tiến,KKHVCNVL
2150,2150,,Special Topics: Advanced Suface Technology,Chuyên đề: công nghệ bề mặt tiên tiến,KKHVCNVL
2151,2151,,Pore Metalic Materials,Vật liệu kim loại xốp,KKHVCNVL
2152,2152,,Surface Science and Applications,Khoa học bề mặt và ứng dụng,KKHVCNVL
2153,2153,,Technology of Podwer Materials,Công nghệ vật liệu bột,KKHVCNVL
2154,2154,,Anodizing of Aluminum Alloys,Anốt hoá hợp kim nhôm,KKHVCNVL
2155,2155,,Engineering Practicum,Thực tập kỹ thuật,KKHVCNVL
2156,2156,,Theory of Rolling Processes,Lý thuyết cán,KKHVCNVL
2157,2157,"PH1024, MI1024",Engineering Materials,Vật liệu kỹ thuật,KKHVCNVL
2158,2158,,Rolling Equipments,Thiết bị cán,KKHVCNVL
2159,2159,,General Metal Forming,Đại cương gia công áp lực,KKHVCNVL
2160,2160,,Project in Equipments,Đồ án thiết bị,KKHVCNVL
2161,2161,,Project in Rolling Technology,Đồ án môn học công nghệ cán,KKHVCNVL
2162,2162,MSE4800,Simulation of Deforming Processes,Mô phỏng số quá trình biến dạng,KKHVCNVL
2163,2163,,Engineering Practicum,Thực tập kỹ thuật,KKHVCNVL
2164,2164,MSE4190,Graduation Practicum,Thực tập tốt nghiệp,KKHVCNVL
2165,2165,MSE4390,Graduation Practicum,Thực tập tốt nghiệp,KKHVCNVL
2166,2166,,Graduation Practicum,Thực tập tốt nghiệp,KKHVCNVL
2167,2167,MSE4790,Graduation Practicum,Thực tập tốt nghiệp,KKHVCNVL
2168,2168,,Graduation Practicum,Thực tập tốt nghiệp,KKHVCNVL
2169,2169,MSE5011=,Graduation Project,Đồ án tốt nghiệp,KKHVCNVL
2170,2170,MSE4390,Graduation Project,Đồ án tốt nghiệp,KKHVCNVL
2171,2171,,Graduation Project,Đồ án tốt nghiệp,KKHVCNVL
2172,2172,MSE5014=,Graduation Project,Đồ án tốt nghiệp,KKHVCNVL
2173,2173,,Graduation Project,Đồ án tốt nghiệp,KKHVCNVL
2174,2174,"EV3110, EV3120",Chemical Reaction Engineering,Kỹ thuật phản ứng,VKHVCNMT
2175,2175,"CH3224, CH3003",Environmental Chemistry,Hóa học môi trường,VKHVCNMT
2176,2176,"CH3224, CH3003",Environmental Biochemistry,Hóa sinh môi trường,VKHVCNMT
2177,2177,"EV3160, (CH3224/CH3225), (CH3003/CH3070)",Environmental Microbiology,Vi sinh môi trường,VKHVCNMT
2178,2178,"EV3150, EV3170, EV3210",Environmental Toxicology,Độc học môi trường,VKHVCNMT
2179,2179,"EV3100, EV3110, EV3120",Introductory Practicum,Thực tập nhận thức,VKHVCNMT
2180,2180,,Introduction to Industrial Env. Protection Eng.,Kỹ thuật bảo vệ môi trường công nghiệp,VKHVCNMT
2181,2181,,Introduction to Environmental Protection Eng.,Kỹ thuật bảo vệ môi trường,VKHVCNMT
2182,2182,,Introduction to Industrial Environmental Eng.,Kỹ thuật môi trường công nghiệp,VKHVCNMT
2183,2183,,Environment and Human,Môi trường và con người,VKHVCNMT
2184,2184,"EV3100, EV3110, EV3120, EV3150",Air Pollution Control Engineering,Kỹ thuật kiểm soát ô nhiễm không khí,VKHVCNMT
2185,2185,"EV3100, EV3110, EV3120, EV3150",Air Pollution Control,Kiểm soát ô nhiễm không khí,VKHVCNMT
2186,2186,"EV3100, EV3110, EV3120, EV3180",Water Treatment Engineering,Kỹ thuật xử lý nước cấp,VKHVCNMT
2187,2187,"EV3100, EV3110, EV3120, EV3150, EV3160, EV3170",Wastewater Treatment Engineering,Kỹ thuật xử lý nước thải,VKHVCNMT
2188,2188,"EV3100, EV3110, EV3120, EV3150, EV3160, EV3170",Water Pollution Control,Kiểm soát ô nhiễm nước,VKHVCNMT
2189,2189,"EV3100, EV3110, EV3120, EV3170, EV4110, EV4130",Solid Waste Treatment Engineering,Kỹ thuật xử lý chất thải rắn,VKHVCNMT
2190,2190,,Modeling in Environmental Engineering,Mô hình hóa trong công nghệ môi trường,VKHVCNMT
2191,2191,,Practicum in Environmental Engineering,Thực tập chuyên ngành,VKHVCNMT
2192,2192,EV4120,Design of Waste Treatment Systems,Thiết kế hệ thống xử lý chất thải,VKHVCNMT
2193,2193,"EV4110, EV4120, EV4130",Environmental Engineering Project,Đồ án chuyên ngành,VKHVCNMT
2194,2194,"EV4110, EV4120, EV4130, EV4170=",Environmental Engineering Lab,Thí nghiệm kỹ thuật môi trường,VKHVCNMT
2195,2195,"EV4210, EV4230, EV4240, EV4250, EV4270, EV4280",Environmental Management Project,Đồ án chuyên ngành,VKHVCNMT
2196,2196,,Practicum in Environmental Management,Thực tập chuyên ngành,VKHVCNMT
2197,2197,"EV3140, EV3150, EV3160, (CH3304/CH3303/CH3070)",Environmental Monitoring and Data Processing,Quan trắc và xử lý số liệu môi trường,VKHVCNMT
2198,2198,"EV3160, EV3150",Environmental Quality Analysis,Phân tích chất lượng môi trường,VKHVCNMT
2199,2199,"EV3210, EV3220",Solid Waste Management,Quản lý chất thải rắn,VKHVCNMT
2200,2200,"EV3180, EV4230",Hazardous Waste Management,Quản lý chất thải nguy hại,VKHVCNMT
2201,2201,"EV3220,EV4250",Occupational Health and Safety,An toàn và sức khoẻ nghề nghiệp,VKHVCNMT
2202,2202,"EV3210, EV3170, EV3150, EV3220",Environmental Impact and Risk Assessment,Đánh giá tác động môi trường và rủi ro,VKHVCNMT
2203,2203,EV3210,Environmental and Resource Management,Quản lý môi trường và tài nguyên,VKHVCNMT
2204,2204,EV3210,Urban Environmental Management,Quản lý môi trường đô thị,VKHVCNMT
2205,2205,,Water Resource Management,Quản lý nguồn nước,VKHVCNMT
2206,2206,,Environmental Law and Policy,Luật và chính sách MT,VKHVCNMT
2207,2207,"EV3210, EV3220",Energy and Environment,Năng lượng và môi trường,VKHVCNMT
2208,2208,,Treatment of Pollution Sites,Khôi phục môi trường ô nhiễm,VKHVCNMT
2209,2209,EV4250=,Environmental Economics,Kinh tế môi trường,VKHVCNMT
2210,2210,,Environmental Planning,Quy hoạch môi trường,VKHVCNMT
2211,2211,,Modeling in Environmental Management,Mô hình hoá trong quản lý môi trường,VKHVCNMT
2212,2212,,Environmental Statistics,Thống kê môi trường,VKHVCNMT
2213,2213,,Environmental Information and GIS,Thông tin môi trường và GIS,VKHVCNMT
2214,2214,,Environmental Communication,Truyền thông môi trường,VKHVCNMT
2215,2215,"EV3220, EV4250=",Cleaner Production Principles,Nguyên lý sản xuất sạch hơn,VKHVCNMT
2216,2216,,Environmental Management System,Hệ thống quản lý môi trường,VKHVCNMT
2217,2217,"EV4240!, EV3210!",Life Cycle Assessment,Đánh giá vòng đời,VKHVCNMT
2218,2218,"EV3220, EV3100, EV3110, EV3120, EV3140",Waste Recycling and reuse,Tái chế và tái sử dụng chất thải,VKHVCNMT
2219,2219,,Production Management,Quản lý sản xuất,VKHVCNMT
2220,2220,"EV3150, EV3160, EV3170",Environmental Engineering Lab,Thí nghiệm kỹ thuật môi trường,VKHVCNMT
2221,2221,,Graduation Practicum,Thực tập tốt nghiệp,VKHVCNMT
2222,2222,,Graduation Practicum,Thực tập tốt nghiệp,VKHVCNMT
2223,2223,,Graduation Project,Đồ án tốt nghiệp,VKHVCNMT
2224,2224,,Graduation Project,Đồ án tốt nghiệp,VKHVCNMT
2225,2225,,Advanced Practicum,Thực tập chuyên ngành QTDN,KKTVQL
2226,2226,,English for Business Administration,Anh văn chuyên ngành QTKD,KKTVQL
2227,2227,EM3417/EM4418/EM4423/EM4417,Corporate Performance Analysis,Phân tích kinh doanh,KKTVQL
2228,2228,"EM3500, EM3230",Business Analysis,Phân tích hoạt động KD,KKTVQL
2229,2229,"EM3500, EM3230",Foreign Trade Techniques,Kỹ thuật nghiệp vụ ngoại thương,KKTVQL
2230,2230,EM3210,Starting Business,Khởi sự kinh doanh,KKTVQL
2231,2231,EM3230,Research Methods in Business,Phương pháp nghiên cứu trong KD,KKTVQL
2232,2232,EM4211,Advanced English for Business Administration,Anh văn QTDN nâng cao,KKTVQL
2233,2233,IT1130/IT1110,Management Information Systems,Hệ thống thông tin quản lý,KKTVQL
2234,2234,,Advanced Practicum,Thực tập chuyên ngành MKT,KKTVQL
2235,2235,EM3120,English for Marketing,Anh văn chuyên ngành MKT,KKTVQL
2236,2236,EM3210,Marketing Management,Quản trị marketing,KKTVQL
2237,2237,EM3211/EM3210,Marketing Management,Quản trị Marketing,KKTVQL
2238,2238,EM3211/EM3210,Consumer Behaviors,Hành vi người tiêu dùng,KKTVQL
2239,2239,"(EM3211,EM3230)/(EM3210,EM3230)",Marketing Research,Nghiên cứu marketing,KKTVQL
2240,2240,"EM3210,(IT1110/IT1010)",E-Commerce,Thương mại điện tử,KKTVQL
2241,2241,EM3211/EM3210,Service Marketing,Marketing dịch vụ,KKTVQL
2242,2242,EM3210,Selling Skills & Management,Kỹ năng và quản trị bán hàng,KKTVQL
2243,2243,,International Marketing,Marketing quốc tế,KKTVQL
2244,2244,EM3210,International Marketing,Marketing quốc tế,KKTVQL
2245,2245,EM3211/EM3210,Marketing Communications,Truyền thông marketing,KKTVQL
2246,2246,EM3211/EM3210,Branding Management,Quản trị thương hiệu,KKTVQL
2247,2247,EM4311,Advanced English for Marketing,Anh văn chuyên ngành Marketing nâng cao,KKTVQL
2248,2248,EM3210,Distribution Management,Quản trị kênh phân phối,KKTVQL
2249,2249,EM3210,Industrial Marketing,Marketing công nghiệp,KKTVQL
2250,2250,EM3210,Product Management,Quản trị sản phẩm,KKTVQL
2251,2251,EM3210,Pricing Management,Quản trị giá,KKTVQL
2252,2252,"IT1010, EM3210, EM3500",Applied Information Technology,Tin học ứng dụng trong KD,KKTVQL
2253,2253,,Field Study,Thực tập chuyên ngành QLCN,KKTVQL
2254,2254,,English for Industrial Management,Anh văn chuyên ngành QLCN,KKTVQL
2255,2255,EM3230,Quality Management,Quản trị chất lượng,KKTVQL
2256,2256,EM1010,Human Resource Management,Quản lý nhân lực,KKTVQL
2257,2257,,Workforce Planning,Tổ chức lao động,KKTVQL
2258,2258,,Technology Management,Quản trị công nghệ,KKTVQL
2259,2259,,Strategy Management,Quản trị chiến lược,KKTVQL
2260,2260,,Operations Management,Quản trị sản xuất,KKTVQL
2261,2261,,Operation Management,Quản trị sản xuất,KKTVQL
2262,2262,,Operation Management,Quản trị sản xuất,KKTVQL
2263,2263,EM3417/EM4418,System Simulation,Mô phỏng hệ thống,KKTVQL
2264,2264,MI3140/MI3130,Operation Modeling,Mô hình hoá trong sản xuất,KKTVQL
2265,2265,,Manufacturing System Design,Thiết kế hệ thống sản xuất,KKTVQL
2266,2266,,Operations Planning and Scheduling,Lập kế hoạch và điều độ sản xuất,KKTVQL
2267,2267,,Quality Control,Kiểm soát chất lượng,KKTVQL
2268,2268,,Purchasing Management,Quản trị mua sắm,KKTVQL
2269,2269,,Logistics Management,Quản trị logistics,KKTVQL
2270,2270,,Supply Chain Management,Quản lý chuỗi cung cấp (SCM),KKTVQL
2271,2271,,Supply Chain Design,Thiết kế chuỗi cung cấp,KKTVQL
2272,2272,"EM4417, EM3522",Project Management,Quản trị dự án,KKTVQL
2273,2273,,Project Management,Quản trị dự án,KKTVQL
2274,2274,,Project Management,Quản trị dự án,KKTVQL
2275,2275,,Advanced Practicum,Thực tập chuyên ngành TCKT,KKTVQL
2276,2276,EM3120,English for Finance and Accounting,Anh văn chuyên ngành TCKT,KKTVQL
2277,2277,,Tax and Taxation System,Thuế và hệ thống thuế,KKTVQL
2278,2278,"EM3500, EM4512",Financial Accounting,Kế toán tài chính,KKTVQL
2279,2279,EM4513=,Managerial Accounting,Kế toán quản trị,KKTVQL
2280,2280,"IT1010, EM4514",Accounting Information Systems,Hệ thống thông tin kế toán,KKTVQL
2281,2281,EM3520,Corporate Finance,Tài chính doanh nghiệp,KKTVQL
2282,2282,EM3510,Construction Accounting,Kế toán xây dựng cơ bản,KKTVQL
2283,2283,EM3500,Administration Accounting,Kế toán hành chính sự nghiệp,KKTVQL
2284,2284,EM3510,Banking Techniques,Nghiệp vụ ngân hàng,KKTVQL
2285,2285,"EM4514, EM4516, EM3111",Auditing,Kiểm toán,KKTVQL
2286,2286,EM3519/EM3520,Financial Investment,Đầu tư tài chính,KKTVQL
2287,2287,,Corporate Accounting,Kế toán doanh nghiệp,KKTVQL
2288,2288,EM3511/EM3510,Insurance,Bảo hiểm,KKTVQL
2289,2289,EM3510,Public Finance,Tài chính công,KKTVQL
2290,2290,EM4512,Taxation Accounting,Kế toán thuế,KKTVQL
2291,2291,EM3511/EM3510,Stock Market,Thị trường chứng khoán,KKTVQL
2292,2292,"EM4516, EM3111",Auditing,Kiểm toán,KKTVQL
2293,2293,,Advanced Practicum,Thực tập chuyên ngành KTNL,KKTVQL
2294,2294,,English for Energy Economics,Anh văn chuyên ngành KTNL,KKTVQL
2295,2295,,Fundamentals of Energy Economics,Cơ sở kinh tế năng lượng,KKTVQL
2296,2296,EM4612,Energy Demand Analysis and Forecast,Phân tích và dự báo nhu cầu năng lượng,KKTVQL
2297,2297,,Energy Project Analysis and Management,Phân tích và quản lý dự án năng lượng,KKTVQL
2298,2298,"(EM1100,EM1110)/(EM3100,EM3110)",Theory of Energy Pricing,Lý thuyết giá năng lượng,KKTVQL
2299,2299,"EM4612, (MI3010/MI3140)",Power System Operating Economics,Kinh tế vận hành hệ thống điện,KKTVQL
2300,2300,EM1600/EM4612,Power System Operating Economics,Kinh tế vận hành hệ thống điện,KKTVQL
2301,2301,EM4612,Rational Usage of Energy,Kinh tế sử dụng năng lượng,KKTVQL
2302,2302,MI3130/MI3140,Energy System Planning and Development,Quy hoạch phát triển HT năng lượng,KKTVQL
2303,2303,EM4612,Models of Energy Market Structure,Các mô hình tổ chức thị trường điện,KKTVQL
2304,2304,,International Energy Market Structure,Thị trường năng lượng quốc tế,KKTVQL
2305,2305,,Oil and Natural Gas Economics,Kinh tế dầu khí,KKTVQL
2306,2306,EM4418,Graduation Practicum,Thực tập tốt nghiệp QTDN,KKTVQL
2307,2307,EM4312,Graduation Practicum,Thực tập tốt nghiệp QTMKT,KKTVQL
2308,2308,EM4417,Graduation Practicum,Thực tập tốt nghiệp QLCN,KKTVQL
2309,2309,EM4516,Graduation Practicum,Thực tập tốt nghiệp QTTCKT,KKTVQL
2310,2310,EM4612,Graduation Practicum,Thực tập tốt nghiệp KTNL,KKTVQL
2311,2311,,Graduation Project,Đồ án tốt nghiệp QTDN,KKTVQL
2312,2312,,Graduation Project,Đồ án tốt nghiệp QTMKT,KKTVQL
2313,2313,,Graduation Project,Đồ án tốt nghiệp QLCN,KKTVQL
2314,2314,,Graduation Project,Đồ án tốt nghiệp QTTCKT,KKTVQL
2315,2315,,Graduation Project,Đồ án tốt nghiệp KTNL,KKTVQL
2316,2316,IT1110/IT1010,Computers and Computer Networks,Máy tính và mạng máy tính,KCNTT
2317,2317,,Second Foreign Languages III,Ngoại ngữ 2-III,KNN
2318,2318,,Second Foreign Languages IV,Ngoại ngữ 2-IV,KNN
2319,2319,,Second Foreign Languages V,Ngoại ngữ 2-V,KNN
2320,2320,,Thermal Process Engineering,Quá trình và thiết bị nhiệt,VKHVCNNL
2321,2321,TEX4013=,Textile Materials II,Vật liệu dệt II,KCNDMVTT
2322,2322,,English 2,Tiếng anh 2,KNN
2323,2323,,TOEIC II,TOEIC II,KNN
2324,2324,,General Chemistry 2,Hoá học đại cương 2,KCNHH
2325,2325,,Calculus I,Giải tích I,KTTD
2326,2326,,Algebra,Đại số,KTTD
2327,2327,,Physics I,Vật lý đại cương I,VVLKT
2328,2328,,Vietnam Communist Party’s Direction on the National Defense,Đường lối quân sự,KGDQP
2329,2329,,Introduction to the National Defense,Công tác quốc phòng-An ninh,KGDQP
2330,2330,,Introduction to Management,Quản trị học,KKTVQL
2331,2331,,Mathematical Methods in Nuclear Engineering,Phương pháp toán cho KT hạt nhân,VVLKT
2332,2332,,Introductory Practicum,Thực tập nhận thức,KSPKT
2333,2333,,Chinese I,Tiếng Trung Quốc I,KNN
2334,2334,FL1441,Chinese II,Tiếng Trung Quốc II,KNN
2335,2335,FL1442/FL1420,Chinese III,Tiếng Trung Quốc III,KNN
2336,2336,FL1443,Chinese IV,Tiếng Trung Quốc IV,KNN
2337,2337,,Chinese V,Tiếng Trung V,KNN
2338,2338,,Data Structures and Algorithms,Cấu trúc dữ liệu và thuật toán,KCNTT
2339,2339,,Operating Systems,Hệ điều hành,KCNTT
2340,2340,,English for Science & Engineering,Tiếng Anh KHKT,KNN
2341,2341,,Electronic Engineering,Kỹ thuật điện tử,KDTVT
2342,2342,,Programming,Lập trình,KDTVT
2343,2343,FL1402,French 3A,Tiếng Pháp KSCLC 3A,KNN
2344,2344,FL1501,French 3B,Tiếng Pháp KSCLC 3B,KNN
2345,2345,,Data Structures and Algorithms,Cấu trúc dữ liệu và GT,KCNTT
2346,2346,,"Fusion Welding, Brazing and Soldering I",Công nghệ hàn nóng chảy I,KCK
2347,2347,,"Fusion Welding, Brazing and Soldering II",Công nghệ hàn nóng chảy và hàn vảy II,KCK
2348,2348,ME4910/ME4030,Automotive Engine Structure and Design,Thiết kế tính toán động cơ đốt trong,KCK
2349,2349,"ET3xxx, EE3499, ME4010, ME4020, ME4040, ME4190",Modeling and Simulation of Systems on Vehicles,Mô hình hóa và mô phỏng các HT động lực,KCK
2350,2350,,Automatic Measurement in Mechanical Eng.,Đo lường tự động trong chế tạo cơ khí,KCK
2351,2351,,Project in Fusion Joining Processes,Đồ án công nghệ hàn nóng chảy và hàn vảy,KCK
2352,2352,,Application of CAD/CAM/CAE and CNC,Ứng dụng CAD/CAM/CAE và CNC trong gia công,KCK
