,Unnamed: 0_x,id,Mã học phần,Tên học phần,Thời lượng,Số tín chỉ,TC học phí,Trọng số,Unnamed: 0_y,Học phần điều kiện,Tên tiếng anh,Tên viết tắt,Viện Quản lý
1547,1547,1547,CH4240,Thực tập nhận thức,3(0-0-6-12),3.0,6,0.75,1547,,Introductory Practicum,Thực tập nhận thức,KCNHH
1548,1548,1548,CH4241,Điện hoá kỹ thuật,2(2-1-0-4),2.0,3,0.7,1548,,Technical Electrochemistry,Điện hoá kỹ thuật,KCNHH
1549,1549,1549,CH4242,Nhiệt động kỹ thuật hóa học,2(2-1-0-4),2.0,3,0.7,1549,CH3050,Chemical Engineering Thermodynamics,Nhiệt động kỹ thuật hóa học,KCNHH
1550,1550,1550,CH4243,Xử lí nước,2(2-1-0-4),2.0,3,0.7,1550,,Water Treatment,Xử lí nước,KCNHH
1551,1551,1551,CH4244,Giản đồ pha,2(2-1-0-4),2.0,3,0.7,1551,,Phase Diagram,Giản đồ pha,KCNHH
1552,1552,1552,CH4245,Công nghệ Nano,2(2-1-0-4),2.0,3,0.7,1552,,Nano Technology,Công nghệ Nano,KCNHH
1553,1553,1553,CH4246,Hoá học chất rắn vô cơ,2(2-1-0-4),2.0,3,0.7,1553,,Chemistry of Inorganic Solids,Hoá học chất rắn vô cơ,KCNHH
1554,1554,1554,CH4247,Thiết bị trong công nghệ các chất vô cơ,2(2-1-0-4),2.0,3,0.7,1554,"CH3400,CH3410,CH3420,CH3430",Equipments for Inorganic Compounds Technology,Thiết bị trong công nghệ các chất vô cơ,KCNHH
1555,1555,1555,CH4248,Động học và thiết bị phản ứng,2(2-1-0-4),2.0,3,0.7,1555,,Chemical Kinetics and Reaction Equipments,Động học và thiết bị phản ứng,KCNHH
1556,1556,1556,CH4249,Công nghệ xạ hiếm,2(2-1-0-4),2.0,3,0.7,1556,,Technology of Radioactive and Rare Elements,Công nghệ xạ hiếm,KCNHH
1557,1557,1557,CH4250,Kỹ thuật tách và làm sạch,2(2-1-0-4),2.0,3,0.7,1557,,Separation and Purification,Kỹ thuật tách và làm sạch,KCNHH
1558,1558,1558,CH4251,Công nghệ muối khoáng,2(2-1-0-4),2.0,3,0.7,1558,,Mineral salt Technology,Công nghệ muối khoáng,KCNHH
1559,1559,1559,CH4252,Vật liệu vô cơ,3(3-1-0-6),3.0,4,0.7,1559,"CH3000, CH3010, CH3020, CH3030, CH4248",Inorganic Materials,Vật liệu vô cơ,KCNHH
1560,1560,1560,CH4253,Gốm kỹ thuật,2(2-1-0-4),2.0,3,0.7,1560,,Engineering Ceramics,Gốm kỹ thuật,KCNHH
1561,1561,1561,CH4254,Thực tập kỹ thuật,2(0-0-4-8),2.0,4,0.75,1561,,Engineering Practicum,Thực tập kỹ thuật,KCNHH
1562,1562,1562,CH4255,Tự động hoá trong CN các chất vô cơ,2(2-1-0-4),2.0,3,0.7,1562,"CH3400!, CH3410!, CH3420!, CH3430!, CH3450!",Automation in Inorganic Compounds Technology,Tự động hoá trong CN các chất vô cơ,KCNHH
1563,1563,1563,CH4256,Ăn mòn và bảo vệ kim loại,2(2-1-0-4),2.0,3,0.7,1563,,Corrosion and Protection of Metals,Ăn mòn và bảo vệ kim loại,KCNHH
1564,1564,1564,PH1110E,Physics I,3(2-1-1-6),3.0,4.5,0.7,1564,,Physics I,Physics I,VVLKT
1565,1565,1565,CH4257,Chế biến khoáng sản,2(2-1-0-4),2.0,3,0.7,1565,,Mineral Processing,Chế biến khoáng sản,KCNHH
1566,1566,1566,CH4258,Công nghệ phân bón,2(2-1-0-4),2.0,3,0.7,1566,,Fertilizer Technology,Công nghệ phân bón,KCNHH
1567,1567,1567,CH4260,Công nghệ các chất Nitơ,3(3-1-0-4),3.0,4,0.7,1567,"CH3000, CH3010, CH3020, CH3030, CH3100, CH3110, CH3400, CH3410",Nitrogen compound Technology,Công nghệ các chất Nitơ,KCNHH
1568,1568,1568,CH4262,Công nghệ axit,2(2-1-0-4),2.0,3,0.7,1568,,Acid Technology,Công nghệ axit,KCNHH
1569,1569,1569,CH4264,Công nghệ sôđa và các chất kiềm,2(2-1-0-4),2.0,3,0.7,1569,,Soda and Sodium Hydroxide Technology,Công nghệ sôđa và các chất kiềm,KCNHH
1570,1570,1570,CH4266,TN chuyên ngành,2(0-0-4-4),2.0,6,0.7,1570,,Advanced Experiments,TN chuyên ngành,KCNHH
1571,1571,1571,CH4268,Đồ án môn học chuyên ngành,2(1-2-0-6),2.0,4,0.75,1571,,Senior Project,Đồ án môn học chuyên ngành,KCNHH
1572,1572,1572,CH4300,Hóa học chất rắn,3(3-1-0.5-6),3.0,5,0.75,1572,"CH3000, CH3010, CH3020, CH3030",Chemistry of Solids,Hóa học chất rắn,KCNHH
1573,1573,1573,CH4301,Hóa học tính toán,2(2-1-0-4),2.0,3,0.7,1573,"MI1010, MI1020, MI1030, MI2010, CH3000,CH3010, CH3020 ,CH3030",Computational Chemistry,Hóa học tính toán,KCNHH
1574,1574,1574,CH4302,"Nhiệt động thống kê, không CB",2(2-1-0-4),2.0,3,0.75,1574,"CH3010, CH3020",Statistical Thermodynamics and None-equilibrium Processes,"Nhiệt động thống kê, không CB",KCNHH
1575,1575,1575,CH4303,Chuyên đề 1 (Xúc tác phức và ứng dụng),2(2-1-0.5-4),2.0,4,0.75,1575,"CH3000, CH3010, CH3020, CH3030",Special Topics 1 (Catalysis by complexes and applications),Chuyên đề 1 (Xúc tác phức và ứng dụng),KCNHH
1576,1576,1576,CH4304,Hóa lý các hiện tượng bề mặt,2(2-1-0.5-4),2.0,4,0.75,1576,"CH3000, CH3010, CH3020, CH3030",Surface Physical Chemistry and Colloids,Hóa lý các hiện tượng bề mặt,KCNHH
1577,1577,1577,CH4308,Kỹ thuật xúc tác,3(3-1-0.5-6),3.0,5,0.75,1577,"CH3000, CH3010, CH3020, CH3030",Catalytic Engineering,Kỹ thuật xúc tác,KCNHH
1578,1578,1578,CH4309,Kỹ thuật xử lý nước thải,2(2-1-0-4),2.0,3,0.75,1578,"CH3020, CH3030, CH3410, CH3430",Waste Water Treatment,Kỹ thuật xử lý nước thải,KCNHH
1579,1579,1579,CH4310,Hóa học các hợp chất phức,2(2-1-0.5-4),2.0,4,0.75,1579,,Chemistry of Complexes,Hóa học các hợp chất phức,KCNHH
1580,1580,1580,CH4312,Các phương pháp phân tích và tổng hợp hữu cơ,2(2-1-0.5-4),2.0,4,0.75,1580,"CH3200,CH3210",Analytical and Synthesis Methods in Organic Chemistry,Các pp PT & TH hữu cơ,KCNHH
1581,1581,1581,CH4313,Hóa học vật liệu tiên tiến,2(2-1-0-4),2.0,3,0.75,1581,,Chemistry of Advanced Materials,Hóa học vật liệu tiên tiến,KCNHH
1582,1582,1582,CH4314,Điện hóa lý thuyết,3(3-0-1-6),3.0,4.5,0.8,1582,,Theoretical Electrochemistry,Điện hóa lý thuyết,KCNHH
1583,1583,1583,CH4316,Thiết bị phản ứng,3(3-0-0-6),3.0,3,0.75,1583,"CH3010, CH3020, CH3030",Reactors,Thiết bị phản ứng,KCNHH
1584,1584,1584,CH4318,Đồ án chuyên ngành,2(1-1-1-4),2.0,4,0.75,1584,,Senior Project,Đồ án chuyên ngành,KCNHH
1585,1585,1585,CH4320,Thực tập nhận thức,3(0-0-6-12),3.0,6,0.75,1585,,Introductory Practicum,Thực tập nhận thức,KCNHH
1586,1586,1586,CH4322,Thực tập kỹ thuật,2(0-0-4-8),2.0,4,0.75,1586,,Engineering Practicum,Thực tập kỹ thuật,KCNHH
1587,1587,1587,CH4362,Kỹ thuật hóa học đại cương,3(3-1-0-6),3.0,4,0.75,1587,CH3420,General Chemical Engineering,Kỹ thuật hóa học đại cương,KCNHH
1588,1588,1588,CH4363,Lý thuyết tập hợp hạt,2(2-1-0-4),2.0,3,0.75,1588,CH3420,Particle Technology,Lý thuyết tập hợp hạt,KCNHH
1589,1589,1589,CH4364,Ứng dụng tin học trong CNHH,3(3-1-1-6),3.0,5.5,0.75,1589,"(CH3401/CH3400), (CH3411/CH3410)",Applied Informatics in Chemical Engineering,Ứng dụng tin học trong CNHH,KCNHH
1590,1590,1590,CH4366,Mô hình điều khiển,2(2-1-0.5-4),2.0,4,0.7,1590,,Models for Automation and Control,Mô hình điều khiển,KCNHH
1591,1591,1591,CH4367,Cơ sở kỹ thuật nano,2(2-1-0-4),2.0,3,0.7,1591,"CH3400, CH3410, CH3420",Fundamentals of Nano Technology,Cơ sở kỹ thuật nano,KCNHH
1592,1592,1592,CH4370,Công nghệ màng,3(3-1-0-6),3.0,4,0.7,1592,"CH3400, CH3410, CH3420",Membrane Technology,Công nghệ màng,KCNHH
1593,1593,1593,CH4372,Kỹ thuật công trình,2(2-1-0.5-4),2.0,4,0.7,1593,"CH3400, CH3410, CH3420",Process and Plant Technique,Kỹ thuật công trình,KCNHH
1594,1594,1594,CH4374,Kỹ thuật tách các hỗn hợp nhiều cấu tử,2(2-1-0-4),2.0,3,0.7,1594,,Multi Component Separation Techniques,Kỹ thuật tách các hỗn hợp nhiều cấu tử,KCNHH
1595,1595,1595,CH4376,Kỹ thuật phản ứng,2(2-1-0-4),2.0,3,0.7,1595,"MI1010, CH3010, CH3020",Reaction Engineering,Kỹ thuật phản ứng,KCNHH
1596,1596,1596,CH4378,Kỹ thuật hệ thống,2(2-1-0-4),2.0,3,0.7,1596,,System Engineering,Kỹ thuật hệ thống,KCNHH
1597,1597,1597,CH4384,Thí nghiệm chuyên ngành,2(2-0-1-4),2.0,6,0.75,1597,"CH3400, CH3410",Advanced Experiments,Thí nghiệm chuyên ngành,KCNHH
1598,1598,1598,CH4386,Thực tập nhận thức,3(0-0-6-12),3.0,6,0.75,1598,,Introductory Practicum,Thực tập nhận thức,KCNHH
1599,1599,1599,CH4388,Thực tập kỹ thuật,2(0-0-4-8),2.0,4,0.75,1599,,Engineering Practicum,Thực tập kỹ thuật,KCNHH
1600,1600,1600,CH4420,Hóa học gỗ,3(2-1-2-6),3.0,6,0.6,1600,,Chemistry of Wood,Hóa học gỗ,KCNHH
1601,1601,1601,CH4421,Hóa học và hóa lý polyme,2(2-0-1-4),2.0,3,0.7,1601,"CH3220,CH3330",Polymer chemistry and physic,Hoá học và hoá lý polyme,KCNHH
1602,1602,1602,CH4422,Hóa học Xenluloza,3(2-1-2-6),3.0,6,0.6,1602,,Chemistry of Cellulose,Hóa học Xenluloza,KCNHH
1603,1603,1603,CH4424,Công nghệ sản xuất Xenluloza,3(2-1-2-6),3.0,6,0.6,1603,,Pulping Technology,Công nghệ sản xuất Xenluloza,KCNHH
1604,1604,1604,CH4425,Công nghệ In đại cương,2(2-0-0-4),2.0,2,0.75,1604,,General Printing Technology,Công nghệ In đại cương,KCNHH
1605,1605,1605,CH4426,Công nghệ tẩy trắng Xenluloza,3(2-1-2-6),3.0,6,0.6,1605,,Pulp Bleaching Technology,Công nghệ tẩy trắng Xenluloza,KCNHH
1606,1606,1606,CH4427,Kỹ thuật sản xuất bao bì,2(2-1-0-4),2.0,3,0.75,1606,"CH4428, CH4430",Packaging Technology,Kỹ thuật sản xuất bao bì,KCNHH
1607,1607,1607,CH4428,Công nghệ chuẩn bị bột giấy,3(2-1-2-6),3.0,6,0.6,1607,,Stock Preparation,Công nghệ chuẩn bị bột giấy,KCNHH
1608,1608,1608,CH4429,Hóa học phần ướt,2(2-1-0-4),2.0,3,0.75,1608,,Wet-End Chemistry,Hóa học phần ướt,KCNHH
1609,1609,1609,CH4430,Công nghệ sản xuất giấy,3(2-1-2-6),3.0,6,0.6,1609,,Papermaking Technology,Công nghệ sản xuất giấy,KCNHH
1610,1610,1610,CH4431,Công nghệ chế biến giấy loại và khử mực,2(2-1-0-4),2.0,3,0.75,1610,,Fiber Recovery and Deinking,Công nghệ chế biến giấy loại và khử mực,KCNHH
1611,1611,1611,CH4432,Thiết bị sản xuất giấy và bột giấy,3(3-1-0-6),3.0,4,0.75,1611,,Equipments in Pulp & Paper Technology,Thiết bị sản xuất giấy và bột giấy,KCNHH
1612,1612,1612,CH4435,Sản xuất bột giấy hiệu suất cao,2(2-1-0-4),2.0,3,0.75,1612,,High Yield Pulping,Sản xuất bột giấy hiệu suất cao,KCNHH
1613,1613,1613,CH4436,Xử lý bề mặt giấy,2(2-1-0-4),2.0,3,0.75,1613,,Surface Treatment of Paper,Xử lý bề mặt giấy,KCNHH
1614,1614,1614,CH4437,Tính chất của giấy và thử nghiệm,2(2-1-0-4),2.0,3,0.75,1614,,Paper Properties & Testing,Tính chất của giấy và thử nghiệm,KCNHH
1615,1615,1615,CH4438,Đồ án chuyên ngành,2(1-2-0-4),2.0,4,0.5,1615,"CH4424, CH4426, CH4428, CH4430, CH4432",Senior Project,Đồ án chuyên ngành,KCNHH
1616,1616,1616,CH4440,Thực tập nhận thức,3(0-0-6-12),3.0,6,0.5,1616,,Introductory Practicum,Thực tập nhận thức,KCNHH
1617,1617,1617,CH4442,Thực tập kỹ thuật,2(0-0-4-8),2.0,4,0.5,1617,"CH4424, CH4426, CH4428, CH4430",Engineering Practicum,Thực tập kỹ thuật,KCNHH
1618,1618,1618,CH4480,Các quá trình cơ bản tổng hợp hữu cơ,2(2-1-0-4),2.0,3,0.75,1618,"CH3220/(CH3200, CH3210)",Fundamental Processes of Organic Chemistry,Các quá trình cơ bản tổng hợp hữu cơ,KCNHH
1619,1619,1619,CH4481,Phân tích cấu trúc bằng phổ,2(2-1-0-4),2.0,3,0.7,1619,,Structure Analysis by Spectroscopic Methods,Phân tích cấu trúc bằng phổ,KCNHH
1620,1620,1620,CH4482,Hóa học các hợp chất thiên nhiên,2(2-1-0-4),2.0,3,0.75,1620,"CH3220/(CH3200, CH3210)",Chemistry of Natural Products,Hóa học các hợp chất thiên nhiên,KCNHH
1621,1621,1621,CH4483,Hoá học mỹ phẩm & hương liệu,2(2-1-0-4),2.0,3,0.7,1621,,Flavors and Cosmetics Chemistry,Hoá học mỹ phẩm & hương liệu,KCNHH
1622,1622,1622,CH4484,Các quá trình cơ bản tổng hợp hóa dược,2(2-1-0-4),2.0,3,0.75,1622,"CH3220/(CH3200, CH3210)",Fundamental Processes of Drug Synthesis,Các quá trình cơ bản tổng hợp hóa dược,KCNHH
1623,1623,1623,CH4485,Hoá học cây thuốc & KT chiết xuất,2(2-0-0-4),2.0,2,0.75,1623,,Herb Chemistry and Extraction Techniques,Hoá học cây thuốc & KT chiết xuất,KCNHH
1624,1624,1624,CH4486,Hóa học bảo vệ thực vật,3(3-1-0-6),3.0,4,0.75,1624,,Pesticide Chemistry,Hóa học bảo vệ thực vật,KCNHH
1625,1625,1625,CH4487,Sản xuất thuốc theo tiêu chuẩn GMP,2(2-0-0-4),2.0,2,0.75,1625,,Good Manufacturing Practicum,Sản xuất thuốc theo tiêu chuẩn GMP,KCNHH
1626,1626,1626,MSE4xxx,Thực tập tốt nghiệp,2(2-1-0-4),2.0,3,0.7,1626,,Graduation Practice,Thực tập tốt nghiệp,KCK
1627,1627,1627,CH4488,KT TH các chất có hoạt tính sinh học,2(2-1-0-4),2.0,3,0.75,1627,"CH3200, CH3210, CH4480, CH4484",Synthesis of Bioactivity Compounds,KT TH các chất có hoạt tính sinh học,KCNHH
1628,1628,1628,IT4020,Nhập môn lý thuyết tính toán,3(3-1-0-6),3.0,4,0.7,1628,,Introduction to Theory of Computation,Nhập môn lý thuyết tính toán,KCNTT
1629,1629,1629,CH4017,Tiếng Anh dành cho sinh viên ngành hóa dầu,2(2-1-0-4),2.0,3,0.7,1629,,English for Petrochemical Technology,Tiếng Anh dành cho sinh viên ngành hóa dầu,KCNHH
1630,1630,1630,JP1131,Tiếng Nhật 3,4(0-8-0-8),4.0,8,0.7,1630,,Japanese 3,Tiếng Nhật 3,KCNTT
1631,1631,1631,CH4490,Cơ sở kỹ thuật bào chế,2(2-1-0-4),2.0,3,0.75,1631,,Drug's formulation Technology,Cơ sở kỹ thuật bào chế,KCNHH
1632,1632,1632,CH4491,CN sinh học trong hoá dựoc,2(2-0-0-4),2.0,2,0.75,1632,,Pharmaceutical Biotechnology,CN sinh học trong hoá dựoc,KCNHH
1633,1633,1633,CH4492,Hoá dược & KT tổng hợp 1,3(3-1-0-6),3.0,4,0.75,1633,,Pharmaceutical Chemistry and Synthetic Technology 1,Hoá dược & KT tổng hợp 1,KCNHH
1634,1634,1634,CH4493,Kỹ thuật gia công thuốc bảo vệ thực vật,2(2-0-0-4),2.0,2,0.75,1634,,Plant Biochemistry,Kỹ thuật gia công thuốc bảo vệ thực vật,KCNHH
1635,1635,1635,CH4494,KT tổng hợp các hợp chất bảo vệ thực vật,3(3-1-0-6),3.0,4,0.75,1635,,Synthesis of Pesticides,KT tổng hợp các hợp chất bảo vệ thực vật,KCNHH
1636,1636,1636,CH4495,KT hoá học đại cương,3(3-1-1-6),3.0,5.5,0.75,1636,,General Chemical Engineering,KT hoá học đại cương,KCNHH
1637,1637,1637,CH4496,Hoá dược & KT tổng hợp 2,3(3-1-0-6),3.0,4,0.75,1637,,Pharmaceutical Chemistry and Synthetic Technology 2,Hoá dược & KT tổng hợp 2,KCNHH
1638,1638,1638,CH4498,Hoá dược & KT tổng hợp 3,2(2-1-0-4),2.0,3.5,0.75,1638,,Pharmaceutical Chemistry and Synthetic Technology 2,Hoá dược & KT tổng hợp 3,KCNHH
1639,1639,1639,CH4500,Thí nghiệm chuyên ngành,2(0-0-6-4),2.0,6,0.75,1639,,Advanced Experiments,Thí nghiệm chuyên ngành,KCNHH
1640,1640,1640,CH4502,Đồ án môn học chuyên ngành,2(1-2-0-4),2.0,4,0.75,1640,,Senior Project,Đồ án môn học chuyên ngành,KCNHH
1641,1641,1641,CH4504,Thực tập nhận thức,3(0-0-6-12),3.0,6,0.75,1641,,Introductory Practicum,Thực tập nhận thức,KCNHH
1642,1642,1642,CH4506,Thực tập kỹ thuật,2(0-0-4-8),2.0,4,0.75,1642,,Engineering Practicum,Thực tập kỹ thuật,KCNHH
1643,1643,1643,CH4600,Bơm quạt máy nén,2(2-1-0-4),2.0,3,0.75,1643,ME3080,"Pump, Fan, and Compressor",Bơm quạt máy nén,KCNHH
1644,1644,1644,CH4602,Quá trình và thiết bị thuỷ cơ,4(4-1-1-8),4.0,6.5,0.75,1644,,Hydro mechanical Process Engineering,Quá trình và thiết bị thuỷ cơ,KCNHH
1645,1645,1645,CH4604,Máy gia công vật liệu rắn,2(2-1-0-4),2.0,3,0.75,1645,,Solid Material Processing Equipments,Máy gia công vật liệu rắn,KCNHH
1646,1646,1646,CH4606,Máy gia công vật liệu dẻo,2(2-1-0-4),2.0,3,0.75,1646,"HE2010, ME3080, ME3030, ME3040",Plastic Material Processing Equipments,Máy gia công vật liệu dẻo,KCNHH
1647,1647,1647,CH4608,Cơ sở tính toán máy và thiết bị,4(4-2-0-8),4.0,6,0.7,1647,"ME3010, ME3040, ME3060, ME3090",Fundament of Process and Equipment Design,Cơ sở tính toán máy và thiết bị,KCNHH
1648,1648,1648,CH4610,Quá trình và thiết bị chuyển khối,4(4-1-0.5-8),4.0,6,0.75,1648,,Mass-transfer Process Engineering,Quá trình và thiết bị chuyển khối,KCNHH
1649,1649,1649,CH4612,Quá trình và thiết bị nhiệt lạnh,4(4-1-0.5-8),4.0,6,0.75,1649,,Thermal Process Engineering,Quá trình và thiết bị nhiệt lạnh,KCNHH
1650,1650,1650,CH4613,CN hữu cơ hoá dầu,2(2-1-0-4),2.0,3,0.75,1650,"CH3001,CH3011,CH3121,CH3221",Organic and Petrochemical Technology,CN hữu cơ hoá dầu,KCNHH
1651,1651,1651,CH4614,Quá trình và thiết bị sấy,2(2-0-1-4),2.0,3.5,0.75,1651,,Drying Process Engineering,Quá trình và thiết bị sấy,KCNHH
1652,1652,1652,IT4030,Nhập môn hệ quản trị cơ sở dữ liệu,2(1-2-0-4),2.0,3,0.7,1652,,Introduction to Database Management Systems,Nhập môn hệ quản trị cơ sở dữ liệu,KCNTT
1653,1653,1653,CH4615,CN vô cơ điện hoá & silicat,2(2-1-0-4),2.0,3,0.75,1653,,"Inorganic, Electric- and Silicate Chemical Technology",CN vô cơ điện hoá & silicat,KCNHH
1654,1654,1654,CH4616,Thiết bị phản ứng,4(4-1-0-8),4.0,5,0.75,1654,,Reaction Engineering and reactor Design,Thiết bị phản ứng,KCNHH
1655,1655,1655,CH4617,Thiết kế lắp đặt công trình hoá chất,2(2-1-0-4),2.0,3,0.75,1655,,Design and Installation of Chemical Plants,Thiết kế lắp đặt công trình hoá chất,KCNHH
1656,1656,1656,CH4618,Đồ án môn học,1(1-1-0-3),1.0,2,0.75,1656,,Project,Đồ án môn học,KCNHH
1657,1657,1657,CH4619,Kỹ thuật đường ống và phụ kiện,2(2-1-0-4),2.0,3,0.75,1657,ME3080,Piping Engineering,Kỹ thuật đường ống và phụ kiện,KCNHH
1658,1658,1658,CH4620,Đồ án chuyên ngành,2(2-1-0-4),2.0,4,0.75,1658,,Senior Project,Đồ án chuyên ngành,KCNHH
1659,1659,1659,CH4621,Máy vận chuyển Vật liệu rời,2(2-1-0-4),2.0,3,0.75,1659,,Conveyance Equipments,Máy vận chuyển Vật liệu rời,KCNHH
1660,1660,1660,CH4623,Ứng dụng tin học trong CNHH,2(2-1-0.5-4),2.0,4,0.75,1660,,Applied informatics in Chemical Engineering,Ứng dụng tin học trong CNHH,KCNHH
1661,1661,1661,CH4624,Thực tập nhận thức,1(0-0-2-8),1.0,2,0.75,1661,,Introductory Practicum,Thực tập nhận thức,KCNHH
1662,1662,1662,CH4625,Tiếng Anh chuyên ngành,2(2-1-0-4),2.0,3,0.75,1662,ME3080,English for Chemical Engineering,Tiếng Anh chuyên ngành,KCNHH
1663,1663,1663,CH4626,Thực tập kỹ thuật,2(0-0-4-8),2.0,4,0.75,1663,,Engineering Practicum,Thực tập kỹ thuật,KCNHH
1664,1664,1664,CH4627,Nhiệt động kỹ thuật,2(2-1-0-4),2.0,3,0.75,1664,,Engineering Thermodynamics,Nhiệt động kỹ thuật,KCNHH
1665,1665,1665,CH4629,Chuyên đề,2(2-1-0-4),2.0,3,0.75,1665,,Special Topics,Chuyên đề,KCNHH
1666,1666,1666,CH4631,Kỹ thuật an toàn và môi trường,2(2-1-0-4),2.0,3,0.75,1666,,Safety and Environmental Engineering,Kỹ thuật an toàn và môi trường,KCNHH
1667,1667,1667,CH4633,Công nghệ hàn,2(2-1-0-4),2.0,3,0.75,1667,,Welding Technology,Công nghệ hàn,KCNHH
1668,1668,1668,CH4660,Kỹ thuật sắp chữ dàn trang,2(2-1-0-4),2.0,3,0.75,1668,,Type Setting and Imposition,Kỹ thuật sắp chữ dàn trang,KCNHH
1669,1669,1669,CH4661,Các vật liệu in đặc biệt,2(2-1-0-4),2.0,3,0.75,1669,"CH3600, CH3610",Special Printing Materials,Các vật liệu in đặc biệt,KCNHH
1670,1670,1670,CH4662,Kỹ thuật xử lý ảnh,3(2-1-0-6),3.0,3,0.75,1670,CH3600,Digital Image Processing in Printing,Kỹ thuật xử lý ảnh,KCNHH
1671,1671,1671,CH4663,Chuyên đề,2(2-1-0-4),2.0,3,0.75,1671,,Special Topics,Chuyên đề,KCNHH
1672,1672,1672,CH4664,Kỹ thuật xuất dữ liệu và chế khuôn in,3(2-1-1-6),3.0,4.5,0.75,1672,,Image Assembly and Plate Making,Kỹ thuật xuất dữ liệu và chế khuôn in,KCNHH
1673,1673,1673,CH4665,Chế khuôn in từ dữ liệu số,2(2-1-0-4),2.0,3,0.75,1673,,Digital Plate Making,Chế khuôn in từ dữ liệu số,KCNHH
1674,1674,1674,CH4666,Kỹ thuật in I,3(3-1-0-6),3.0,4,0.75,1674,,Printing Process I,Kỹ thuật in I,KCNHH
1675,1675,1675,CH4667,Thiết kế một số nhà máy in điển hình,2(2-1-0-4),2.0,3,0.75,1675,,Designing specific printing factories,Thiết kế một số nhà máy in điển hình,KCNHH
1676,1676,1676,CH4668,Kỹ thuật in II,2(2-1-0-4),2.0,3,0.75,1676,,Printing Process II,Kỹ thuật in II,KCNHH
1677,1677,1677,CH4669,KT in lưới và in lõm,2(2-1-0-4),2.0,3,0.75,1677,,Screen and Gravure Printing Process,KT in lưới và in lõm,KCNHH
1678,1678,1678,CH4670,Kỹ thuật và thiết bị gia công sau in,4(4-1-0-8),4.0,5,0.75,1678,"CH3630,CH4662, CH4664, CH4666, CH4668",Finishing and Binding,Kỹ thuật và thiết bị gia công sau in,KCNHH
1679,1679,1679,CH4671,KT in số,2(2-1-0-4),2.0,3,0.75,1679,,Digital Printing Process,KT in số,KCNHH
1680,1680,1680,MIL1140,Chiến thuật & kỹ thuật bắn súng tiểu liên AK,0(1-0-1-4),0.0,2,0.7,1680,,Tactics and technical supmachine gun AK,Chiến thuật & kỹ thuật bắn súng tiểu liên AK,KGDQP
1681,1681,1681,CH4672,An toàn lao động và môi trường ngành in,2(2-1-0-4),2.0,3,0.75,1681,(CH2004/CH3600),Labour Safety and Environment in Printing Industry,An toàn lao động và môi trường ngành in,KCNHH
1682,1682,1682,CH4673,Kỹ thuật gia công các loại bao bì,2(2-1-0-6),2.0,3,0.75,1682,"CH3630,CH4662, CH4664, CH4666, CH4668",Package Processing,Kỹ thuật gia công các loại bao bì,KCNHH
1683,1683,1683,CH4674,Tổ chức và quản lý sản xuất in,2(2-1-0-4),2.0,3,0.75,1683,(CH2004/CH3600),Print Management,Tổ chức và quản lý sản xuất in,KCNHH
1684,1684,1684,CH4675,Tiêu chuẩn hoá chất lượng in offset,2(2-1-0-4),2.0,3,0.75,1684,,Standardization of Offset Printing,Tiêu chuẩn hoá chất lượng in offset,KCNHH
