,id,Mã học phần,Tên học phần,Thời lượng,Số tín chỉ,TC học phí,Trọng số
1838,1838,FL4064,Thực hành dịch nói III,3(3-2-0-6),3,5,0.5
1839,1839,FL4065,Thực hành dịch nói IV,3(2-2-0-6),3,4,0.5
1840,1840,FL4066,Thực hành dịch nói V,2(2-0-0-4),2,2,0.8
1841,1841,FL4072,Thực hành dịch viết II,2(2-1-0-4),2,3,0.5
1842,1842,FL4073,Thực hành dịch viết III,3(3-2-0-6),3,5,0.5
1843,1843,FL4074,Thực hành dịch viết IV,3(2-2-0-6),3,4,0.5
1844,1844,FL4075,Thực hành dịch viết V,2(2-0-0-4),2,2,0.8
1845,1845,FL4080,Phương pháp giảng dạy tiếng Anh,4(3-1-0-8),4,4,0.5
1846,1846,FL5010,Thực tập tốt nghiệp,4(0-0-8-16),4,10,1
1847,1847,FL5110,Khóa luận tốt nghiệp,7(0-0-14-28),7,17.5,0.5
1848,1848,FL5210,Lý thuyết tiếng tổng hợp,3(2-1-3-6),3,7.5,1
1849,1849,HE4011,Cơ sở lý thuyết và thiết bị cháy,3(3-1-0.5-6),3,5,0.8
1850,1850,HE4012,Nhà máy nhiệt điện,3(2-1-1-6),3,4.5,0.7
1851,1851,HE4013,Hệ thống cung cấp nhiệt,3(3-1-0-6),3,4,0.8
1852,1852,HE4014,Kỹ thuật lạnh,4(4-1-0.5-8),4,6,0.8
1853,1853,HE4021,Lò hơi,3(2-1-1-6),3,4.5,0.7
1854,1854,HE4022,Đồ án nhà máy nhiệt điện,1(1-0-0-2),1,2,0.75
1855,1855,HE4023,Kỹ thuật cháy,3(3-1-0-6),3,4,0.8
1856,1856,HE4024,Đồ án kỹ thuật lạnh,1(1-0-0-2),1,2,0.75
1857,1857,HE4031,Tua bin,3(2-1-1-6),3,4.5,0.6
1858,1858,HE4032,Hệ thống điều khiển quá trình nhiệt - lạnh,3(3-0-1-6),3,4.5,0.6
1859,1859,HE4033,Truyền chất và cơ sở kỹ thuật sấy,3(2-1-1-4),3,4.5,0.6
1860,1860,HE4041,Đồ án lò hơi,1(1-0-0-2),1,2,0.75
1861,1861,HE4042,Đồ án đo lường TĐH,1(1-0-0-2),1,2,0.75
1862,1862,HE4044,Tự động hoá kỹ thuật lạnh & ĐHKK,3(3-0-0-6),3,3,0.8
1863,1863,HE4051,Đồ án tuabin,1(1-0-0-2),1,2,0.75
1864,1864,HE4053,Lò công nghiệp,3(3-1-0-6),3,4,0.8
1865,1865,HE4054,Điều hòa không khí,3(3-1-0.5-6),3,5,0.7
1866,1866,FL5211,Dịch nâng cao,4(2-2-4-8),4,10,1
1867,1867,HE4061,Sử dụng năng lượng tiết kiệm hiệu quả,2(2-0-1-4),2,3.5,0.6
1868,1868,HE4063,Nghiên cứu khoa học,1(1-0-0-2),1,1,0.75
1869,1869,HE4064,Đồ án điều hòa không khí,1(1-0-0-2),1,2,0.75
1870,1870,HE4073,Lò điện,2(2-1-0-4),2,3,0.8
1871,1871,HE4081,"Bơm, quạt, máy nén",2(2-1-0-4),2,3,0.7
1872,1872,HE4082,Nhà máy điện nguyên tử,2(2-0-0-4),2,2,0.8
1873,1873,HE4083,Đồ án lò công nghiệp,1(1-0-0-2),1,2,0.75
1874,1874,HE4091,Kỹ thuật xử lý phát thải,2(2-1-0-4),2,3,0.8
1875,1875,HE4092,Thiết kế hệ thống điều khiển,2(2-1-0-4),2,3,0.8
1876,1876,HE4093,Đồ án kỹ thuật sấy,1(1-0-0-2),1,2,0.75
1877,1877,HE4094,CĐ máy & thiết bị nhiệt lạnh,2(2-1-0-4),2,3,0.8
1878,1878,HE4101,Tiếng anh chuyên ngành kỹ thuật nhiệt -lạnh,2(2-1-0-4),2,3,0.8
1879,1879,HE4102,Tối ưu hoá chế độ vận hành NMĐ,2(2-1-0-4),2,3,0.7
1880,1880,HE4113,Kỹ thuật xử lý phát thải,2(2-0-0-4),2,2,0.8
1881,1881,HE4114,NL mặt trời & NL thứ cấp,3(3-1-0-6),3,4,0.8
1882,1882,HE4121,Chuyên đề Kỹ thuật năng lượng,2(2-1-0-4),2,3,0.6
1883,1883,HE4122,Mạng hệ thống nhiệt,2(2-1-0-4),2,3,0.8
1884,1884,HE4123,Tiếng Anh CN máy & thiết bị lạnh,3(3-1-0-6),3,4,0.8
1885,1885,HE4132,Đồ án thiết kế mạng nhiệt,1(1-0-0-2),1,2,0.75
1886,1886,HE4133,Mô hình hóa quá trình nhiệt,3(3-1-0-6),3,4,0.8
1887,1887,HE4134,Cơ sở kỹ thuật lạnh,3(2-1-1-6),3,4.5,0.7
1888,1888,HE4143,Lò nung,2(2-1-0-4),2,3,0.7
1889,1889,HE4144,Điều tiết không khí,2(2-1-0-4),2,3,0.7
1890,1890,HE4151,Dao động và chẩn đoán máy rotor,2(2-1-0.5-4),2,4,0.7
1891,1891,HE4152,Phần nhiệt nhà máy điện,2(2-0-0-4),2,2,0.7
1892,1892,HE4153,Lò công nghiệp,2(2-1-0-4),2,3,0.7
1893,1893,HE4162,Quá trình thiết bị nhiệt,2(2-1-0-4),2,3,0.7
1894,1894,HE4171,Cơ sở nguồn và công nghệ năng lượng,2(2-1-0-4),2,3,0.7
1895,1895,HE4172,Đồ án quá trình thiết bị nhiệt,1(1-0-0-2),1,2,0.7
1896,1896,HE4191,Kỹ thuật năng lượng,3(3-1-0-6),3,4,0.7
1897,1897,HE4201,Chế độ làm việc thay đổi của tổ hợp lò hơi – tua bin,3(3-0-0-6),3,3,0.7
1898,1898,HE4211,Nồi hơi,2(2-1-0-4),2,3,0.7
1899,1899,HE5011,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.5
1900,1900,HE5012,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.5
1901,1901,HE5111,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5
1902,1902,HE5112,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5
1903,1903,TEX3010,Quản lý sản xuất dệt may,2(2-1-0-4),2,3,0.7
1904,1904,TEX3020,Quản lý chất lượng dệt may,3(3-0-0-6),3,3,0.75
1905,1905,TEX3030,Marketing dệt may,2(2-0-0-4),2,2,0.7
1906,1906,TEX4011,Chuẩn bị dệt,2(2-0-1-4),2,3.5,0.7
1907,1907,TEX4021,Công nghệ kéo sợi xơ ngắn,4(4-0-1-8),4,5.5,0.7
1908,1908,TEX4022,Lịch sử trang phục,2(2-0-0-4),2,2,0.75
1909,1909,TEX4023,Hóa học thuốc nhuộm,3(2-0-2-6),3,5,0.6
1910,1910,TEX4031,Công nghệ dệt kim I,3(3-0-0-6),3,3,0.75
1911,1911,TEX4032,Thiết bị may công nghiệp,3(3-0-0-6),3,3,0.75
1912,1912,TEX4033,Chất trợ hóa học,2(2-0-0-4),2,2,0.75
1913,1913,TEX4041,Kỹ thuật dệt thoi,3(3-0-0-6),3,3,0.75
1914,1914,TEX4042,Công nghệ sản xuất sản phẩm may,2(2-0-0-4),2,2,0.75
1915,1915,TEX4043,Công nghệ tiền xử lý sản phẩm dệt,2(2-0-0-4),2,2,0.75
1916,1916,TEX4051,Công nghệ dệt kim II,3(2-0-2-6),3,5,0.75
1917,1917,TEX4053,Thiết bị in - nhuộm - hoàn tất,3(3-1-0-6),3,4,0.75
1918,1918,TEX4061,Công nghệ kéo sợi 2,3(3-0-1-6),3,4.5,0.75
1919,1919,TEX4062,Công nghệ may 2,2(1-2-0-4),2,3,0.75
1920,1920,TEX4063,An toàn công nghiệp và môi trường,2(2-0-0-4),2,2,0.75
1921,1921,TEX4071,Công nghệ không dệt,3(3-0-1-6),3,4.5,0.75
1922,1922,TEX4072,Thực hành may 2,2(0-0-4-4),2,6,0.75
1923,1923,TEX4073,Công nghệ nhuộm,4(4-0-0-8),4,4,0.75
1924,1924,TEX4081,Cấu tạo và thiết kế vải dệt thoi,4(4-0-0.5-8),4,5,0.75
1925,1925,TEX4082,Thực hành may 3,3(0-0-6-6),3,9,0.75
1926,1926,TEX4083,Công nghệ in hoa sản phẩm dệt,2(2-0-1-4),2,3.5,0.75
1927,1927,TEX4091,Kỹ thuật dệt không thoi,2(2-0-0-4),2,2,0.7
1928,1928,TEX4092,Cơ sở thiết kế trang phục,2(2-0-0-4),2,2,0.75
1929,1929,TEX4093,Lý thuyết và kỹ thuật đo màu,2(2-0-0-6),2,2,0.7
1930,1930,TEX4101,Cấu trúc sợi,2(2-0-0-4),2,2,0.75
1931,1931,TEX4102,Thiết kế trang phục 1,4(3-0-2-8),4,6,0.75
1932,1932,TEX4103,Công nghệ hoàn tất sản phẩm dệt,2(2-0-0-4),2,2,0.75
1933,1933,TEX4111,Đo lường dệt,2(2-0-0-4),2,2,0.75
1934,1934,TEX4112,Thiết kế trang phục 2,3(3-0-1-6),3,4.5,0.75
1935,1935,TEX4121,Cấu trúc vải dệt kim,3(3-0-0.5-6),3,4,0.75
1936,1936,TEX4122,Đồ án thiết kế trang phục,1(1-1-0-2),1,2,0.75
1937,1937,TEX4123,Tin học ứng dụng trong in-nhuộm-hoàn tất,2(2-0-0-4),2,2,0.75
1938,1938,TEX4131,Tin học ứng dụng trong công nghệ dệt,2(1-0-2-4),2,4,0.75
1939,1939,TEX4132,Tổ chức & định mức lao động c.nghiệp may,2(2-0-0-4),2,2,0.75
1940,1940,TEX4141,Thiết kế dây chuyền công nghệ dệt,3(3-0-0-6),3,3,0.75
1941,1941,TEX4142,Thiết kế dây chuyền may,2(2-0-0-4),2,2,0.75
1942,1942,TEX4151,Đồ án thiết kế dây chuyền công nghệ dệt,1(1-1-0-2),1,2,0.75
1943,1943,TEX4152,Đồ án thiết kế dây chuyền may,1(0-2-0-2),1,2,0.75
1944,1944,TEX4153,Chuyên đề,2(2-0-0-4),2,2,0.75
1945,1945,TEX4161,Chuyên đề,1(1-0-0-2),1,1,0.75
1946,1946,TEX4162,Hình họa thời trang,2(0-4-0-4),2,4,0.75
1947,1947,TEX4163,Vật liệu may,4(4-0-0-8),4,4,0.75
1948,1948,TEX4171,Cơ cấu máy dệt,4(4-0-0.5-8),4,5,0.75
1949,1949,TEX4172,Mỹ thuật trang phục,3(2-2-0-6),3,4,0.75
1950,1950,TEX4173,Vật liệu dệt,4(4-0-0-8),4,4,0.75
1951,1951,TEX4181,Cấu trúc vải dệt thoi,2(2-0-0.5-4),2,3,0.75
1952,1952,TEX4182,Tạo mẫu trang phục,2(1-2-0-4),2,3,0.75
1953,1953,TEX4183,Đại cương xử lý hóa học sản phẩm dệt,3(3-0-0-6),3,3,0.75
1954,1954,TEX4191,Công nghệ sợi dệt đại cương,2(2-0-0-4),2,2,0.75
1955,1955,TEX4192,Đồ án tạo mẫu trang phục,1(0-2-0-2),1,2,0.75
1956,1956,TEX4193,Xử lý hóa học vật liệu & sản phẩm may,3(3-0-1-6),3,4.5,0.75
1957,1957,TEX4201,Công nghệ sợi đại cương,2(2-0-0-4),2,2,0.75
1958,1958,TEX4202,Tin học ứng dụng ngành may,2(2-0-0-4),2,2,0.75
1959,1959,TEX4203,Vật liệu da và lông thú,2(2-0-0-4),2,2,0.75
1960,1960,TEX4211,Công nghệ và cấu trúc vải dệt thoi,2(2-0-0.5-4),2,3,0.75
1961,1961,TEX4212,Chuyên đề,1(1-0-0-2),1,1,0.75
1962,1962,TEX4213,Thực tập kỹ thuật,2.5(0-0-8-5),2.5,5,1
1963,1963,TEX4221,Công nghệ và cấu trúc vải dệt kim,2(2-0-0.5-4),2,3,0.75
1964,1964,TEX4222,Đại cương công nghệ may,2(2-0-0-4),2,2,0.75
1965,1965,TEX4231,Thực tập kỹ thuật,2.5(0-0-8-5),2.5,5,1
1966,1966,TEX4232,Vệ sinh trang phục,2(2-0-0-4),2,2,0.75
1967,1967,TEX4242,Thực tập kỹ thuật,2.5(0-0-8-5),2.5,5,1
1968,1968,TEX5011,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.5
1969,1969,TEX5012,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.5
1970,1970,TEX5013,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.5
1971,1971,TEX5111,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5
1972,1972,TEX5112,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5
1973,1973,TEX5113,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5
1974,1974,BF3020,Hóa sinh thực phẩm,2(2-1-0-4),2,3,0.8
1975,1975,BF3040,Vi sinh thực phẩm,2(2-1-1-6),2,4.5,0.6
1976,1976,BF3060,Công nghệ môi trường đại cương,2(2-1-0-4),2,3,0.8
1977,1977,BF3070,Kỹ thuật thực phẩm đại cương,3(3-0-0-6),3,3,0.8
1978,1978,BF3080,Quá trình và thiết bị cơ học,3(3-1-0-6),3,4,0.8
1979,1979,BF3090,Quá trình và thiết bị nhiệt,3(3-1-0-6),3,4,0.8
1980,1980,BF3110,Quá trình và thiết bị chuyển khối,3(3-1-0-6),3,4,0.8
1981,1981,BF3120,Quá trình và thiết bị sinh học,2(2-1-0-6),2,3,0.8
1982,1982,BF3130,Quản lý chất lượng trong CNTP,3(3-1-0-6),3,4,0.7
1983,1983,BF3140,Phụ gia thực phẩm,2(2-1-0-4),2,3,0.7
1984,1984,BF3150,Bao bì thực phẩm,2(2-1-0-4),2,3,0.7
1985,1985,BF3160,Dinh dưỡng an toàn thực phẩm,2(2-0-0-4),2,2,0.7
1986,1986,BF3180,Phân tích cảm quan thực phẩm,3(2-1-1-6),3,4.5,0.7
1987,1987,BF3190,Phân tích cơ lý hóa thực phẩm,3(2-1-1-6),3,4.5,0.7
1988,1988,BF3200,Phân tích vi sinh vật thực phẩm,3(2-1-1-6),3,4.5,0.8
1989,1989,BF3210,Ngoại ngữ chuyên ngành I,2(2-1-0-4),2,3,0.7
1990,1990,BF3220,Ngoại ngữ chuyên ngành II,2(2-1-0-4),2,3,0.7
1991,1991,BF3230,Cơ sở lập dự án thiết kế NMTP-SH,2(2-1-0-4),2,3,0.8
1992,1992,BF3250,Thực tập nhận thức,2(0-0-4-8),2,4,0.8
1993,1993,BF3370,Hóa sinh công nghiệp,2(2-1-0-4),2,3,0.8
1994,1994,BF3380,Sinh học tế bào,3(2-1-1-6),3,4.5,0.8
1995,1995,BF3390,Vi sinh vật học ứng dụng,2(2-1-0-4),2,3,0.6
1996,1996,BF3400,Ngoại ngữ chuyên ngành,2(2-1-0-4),2,3,0.7
1997,1997,BF3410,Sinh học phân tử,2(2-1-0-4),2,3,0.7
1998,1998,BF3420,Di truyền học,2(2-1-0-4),2,3,0.8
1999,1999,BF3440,Tối ưu hóa các QT trong CNSH,2(2-1-0-4),2,3,0.8
2000,2000,BF3450,Thực tập nhận thức,2(0-0-4-8),2,4,1
2001,2001,BF3480,Quá trình và thiết bị 3,3(2-1-0-6),3,3,0.7
2002,2002,BF3490,Sinh hóa miễn dịch,2(2-1-0-4),2,3,0.8
2003,2003,BF3550,An toàn sinh học,2(2-1-0-4),2,3,0.6
2004,2004,BF3560,Thực tập kỹ thuật,2(0-0-4-8),2,4,0.8
2005,2005,BF3700,Kỹ thuật an toàn và môi trường,2(2-1-0-6),2,3,0.8
2006,2006,BF3710,Kỹ thuật điều khiển tự động,3(3-1-1-6),3,5.5,0.8
2007,2007,BF4010,Thực tập kỹ thuật,2(0-0-4-8),2,4,0.8
2008,2008,BF4020,Đồ án chuyên ngành,2(0-3-0-6),2,4,0.8
2009,2009,BF4030,CN dầu béo- chất thơm,2(2-0-1-4),2,3.5,0.7
2010,2010,BF4040,CN Đường,2(2-0-1-4),2,3.5,0.7
2011,2011,BF4050,CN bánh kẹo,2(2-0-1-4),2,3.5,0.7
2012,2012,BF4060,CN chè Cà phê,2(2-0-1-4),2,3.5,0.7
2013,2013,BF4070,CN thuốc lá,2(2-0-1-4),2,3.5,0.7
2014,2014,BF4080,Kỹ thuật lạnh thực phẩm,2(2-1-0.5-4),2,4,0.8
2015,2015,BF4090,Công nghệ các sản phẩm sữa,2(2-0-1-4),2,3.5,0.7
2016,2016,BF4100,Thông gió hút bụi và điều hòa không khí,2(2-0-0-4),2,2,0.8
2017,2017,BF4110,Kỹ thuật bảo quản và chế biến hải sản,2(2-0-1-4),2,3.5,0.8
2018,2018,BF4120,Công nghệ bảo quản và chế biến rau quả,2(2-0-1-4),2,3.5,0.7
2019,2019,BF4130,Công nghệ chế biến lương thực,2(2-0-1-4),2,3.5,0.7
2020,2020,BF4140,Công nghệ bảo quản lương thực,2(2-0-1-4),2,3.5,0.7
2021,2021,BF4160,CN Enzym,3(2-1-1-6),3,4.5,0.8
2022,2022,BF4170,CN rượu vang,3(2-1-1-6),3,4.5,0.7
2023,2023,BF4180,CN Cồn etylic,3(2-1-1-6),3,4.5,0.7
2024,2024,BF4200,Công nghệ nấm men,2(2-1-0-4),2,3,0.8
2025,2025,BF4210,CN Malt và Bia,3(2-1-1-6),3,4.5,0.8
2026,2026,BF4240,Tin học ứng dụng trong CNTP,2(2-1-0-4),2,3,0.8
2027,2027,BF4250,Luật thực phẩm,2(2-1-0-4),2,3,0.7
2028,2028,BF4260,Ứng dụng vi sinh vật trong CN thực phẩm,2(2-1-0-4),2,3,0.7
2029,2029,BF4270,Hệ thống chất lượng TP ISO/HACCP,2(2-1-0-4),2,3,0.7
2030,2030,BF4410,CN Enzym,3(2-1-1-6),3,4.5,0.7
2031,2031,BF4420,Tin sinh học,2(1-1-0-4),2,2,0.6
2032,2032,BF4430,Kỹ thuật gen vi sinh vật,3(2-1-1-6),3,4.5,0.6
2033,2033,BF4440,Công nghệ lên men công nghiệp,3(2-1-1-6),3,4.5,0.7
2034,2034,BF4450,Quản lý chất lượng trong CN sinh học,2(2-1-0-4),2,3,0.7
2035,2035,BF4460,CN sinh học môi trường,2(2-1-0-4),2,3,0.8
2036,2036,BF4480,Đồ án chuyên ngành,2(0-3-0-6),2,4,0.8
2037,2037,BF4510,CN sinh học thực vật,3(2-1-1-6),3,4.5,0.8
2038,2038,BF4530,CN protein,3(2-1-1-6),3,4.5,0.7
2039,2039,BF4540,CN sản xuất các axit và dung môi hữu cơ,2(2-1-0-4),2,3,0.8
2040,2040,BF4550,CN lên men các hợp chất kháng sinh,2(2-1-0-4),2,3,0.7
2041,2041,BF4590,CN axit amin,2(2-1-0-4),2,3,0.8
2042,2042,BF4610,Công nghệ tế bào động vật,2(2-1-0-4),2,3,0.8
2043,2043,BF4620,CN vacxin,2(2-1-0-4),2,3,0.6
2044,2044,BF4630,CN chế phẩm sinh học bảo vệ thực vật,2(2-0-1-4),2,3.5,0.8
2045,2045,BF4640,CN phân bón vi sinh,2(2-1-0-4),2,3,0.7
2046,2046,BF4660,Kỹ thuật sinh học xử lý nước thải,3(2-1-1-6),3,4.5,0.7
2047,2047,BF4670,Độc tố học,2(2-1-0-4),2,3,0.8
2048,2048,BF4680,Kỹ thuật sinh học xử lý chất thải rắn,2(2-1-0-4),2,3,0.8
2049,2049,BF4720,Công nghệ thực phẩm đại cương,3(3-1-0-6),3,4,1
2050,2050,BF4730,Máy vận chuyển,2(2-1-0-6),2,3,0.8
2051,2051,BF4740,Thiết bị truyền nhiệt chuyển khối,3(3-1-1-6),3,5.5,0.8
2052,2052,BF4750,Kỹ thuật sấy nông sản thực phẩm,2(2-0-1-4),2,3.5,0.8
2053,2053,BF4760,Máy lạnh và điều hòa không khí,3(3-1-1-6),3,5.5,0.8
2054,2054,BF4770,Cơ sở tính toán máy và thiết bị,4(4-2-0-6),4,6,0.8
2055,2055,BF4780,Cơ sở thiết kế máy tự động,2(2-1-0-6),2,3,0.8
2056,2056,BF4790,Điều khiển các quá trình công nghệ,3(3-1-1-6),3,5.5,0.8
2057,2057,BF4810,Công nghệ sinh học đại cương,2(2-1-0-4),2,3,0.8
2058,2058,BF4830,Bơm quạt máy nén,3(3-1-1-6),3,5.5,0.8
2059,2059,BF4840,Thí nghiệm chuyên đề và chuyên ngành,2(2-0-1-6),2,6,0.8
2060,2060,MSE4815,Công nghệ cán hình,2(2-1-0-4),2,3,0.7
2061,2061,BF4850,Ngoại ngữ chuyên ngành,3(3-2-0-6),3,5,0.8
2062,2062,BF4860,Các phần tử và hệ thống tự động thủy khí,3(3-1-1-6),3,5.5,0.8
2063,2063,BF4870,Mạng điều khiển quá trình công nghệ,3(3-1-1-6),3,5.5,0.8
2064,2064,BF4880,Máy định lượng và bao gói sản phẩm,3(3-1-1-6),3,5.5,0.8
2065,2065,BF4890,Trang thiết bị điện công nghiệp,3(3-1-1-6),3,5.5,0.8
2066,2066,BF4900,Máy & thiết bị khuấy trộn,3(3-1-1-6),3,5.5,0.8
2067,2067,BF4910,"Máy bóc vỏ, làm sạch và phân loại",3(3-1-1-6),3,5.5,0.8
2068,2068,BF4930,Máy và thiết bị phân riêng,3(3-1-1-6),3,5.5,0.8
2069,2069,BF4940,Đồ án môn học máy chế biến,1(1-1-0-8),1,2,0.8
2070,2070,BF4950,Đồ án môn học thiết bị nhiệt lạnh,1(1-1-0-8),1,2,0.8
2071,2071,BF4960,Thực tập nhận thức,2.5(0-0-5-10),2.5,5,0.8
2072,2072,BF4970,Thực tập kỹ thuật,2(0-0-4-8),2,4,0.8
2073,2073,BF5010,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.7
2074,2074,BF5050,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.6
2075,2075,BF5080,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.8
2076,2076,BF5100,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5
2077,2077,BF5150,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5
2078,2078,BF5190,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5
2079,2079,MSE3020,Vật liệu học II,2(2-1-0.5-4),2,4,0.75
2080,2080,MSE3030,Các phương pháp kiểm tra và đánh giá vật liệu,3(2-1-1-4),3,4.5,0.75
2081,2081,MSE3040,Nhiệt động học & động học các phản ứng,2(2-1-0-4),2,3,0.75
2082,2082,MSE3050,Cơ học vật liệu,3(2-2-0-6),3,4,0.7
2083,2083,MSE3060,Ăn mòn và bảo vệ vật liệu,3(2-1-1-4),2,4.5,0.75
2084,2084,MSE3070,Công nghệ vật liệu,2(2-1-0.5-4),2,4,0.75
2085,2085,MSE3110,Khoáng vật học và tuyển khoáng,2(2-1-0-4),2,3,0.75
2086,2086,MSE3120,Khuếch tán và chuyển pha,2(2-1-0-4),2,3,0.75
2087,2087,MSE3130,Lý thuyết độ bền,2(2-1-0-4),2,3,0.75
2088,2088,MSE3140,Lý thuyết các quá trình luyện kim,2(2-0-1-4),2,3.5,0.75
2089,2089,MSE3150,Lý thuyết quá trình kết tinh và đông đặc,2(2-1-0.5-4),2,4,0.8
2090,2090,MSE3160,Lý thuyết biến dạng dẻo,3(2-2-0-6),3,4,0.75
2091,2091,MSE3170,Lý thuyết quá trình nhiệt luyện,2(2-1-0.5-4),2,4,0.8
2092,2092,MSE3180,Các phương pháp số I,2(2-1-0-4),2,3,0.8
2093,2093,MSE3017,Vật liệu Ceramic,3(3-0-1-6),3,4.5,0.7
2094,2094,MSE3190,Các phương pháp số II,2(2-1-0-4),2,3,0.75
2095,2095,MSE3210,Vật liệu kim loại,2(2-0-1-4),2,3.5,0.8
2096,2096,MSE3220,Vật liệu học đại cương,2(2-1-0.5-4),2,4,0.8
2097,2097,MSE4010,"Nguyên, nhiên liệu luyện kim",2(2-0-0.5-4),2,3,0.75
2098,2098,MSE4020,Công nghệ luyện gang,3(3-0-0.5-6),3,4,0.75
2099,2099,MSE4030,Công nghệ luyện thép,3(3-1-0.5-6),3,5,0.75
2100,2100,MSE4040,Đồ án môn học công nghệ gang thép,1(1-0-0-8),1,2,0.75
2101,2101,MSE4060,Công nghệ luyện fero,2(2-0-0-4),2,2,0.75
2102,2102,MSE4070,Công nghệ đúc phôi thép,2(2-0-0.5-4),2,3,0.75
2103,2103,MSE4080,Kỹ thuật mới trong công nghệ gang thép,2(2-0-0-4),2,2,0.75
2104,2104,MSE4090,Luyện thép hợp kim và thép đặc biệt,2(2-1-0.5-4),2,4,0.75
2105,2105,MSE4130,Kỹ thuật luyện thép lò thổi,2(2-0-0.5-4),2,3,0.75
2106,2106,MSE4140,Kỹ thuật luyện thép lò điện,2(2-0-0.5-4),2,3,0.75
2107,2107,MSE4150,Kỹ thuật tái chế kim loại,2(2-0-0.5-4),2,3,0.75
2108,2108,MSE4160,Tin học chuyên ngành gang thép,2(2-0.5-0-4),2,2.5,0.75
2109,2109,MSE4190,Thực tập kỹ thuật,2(0-0-4-10),2,4,0.6
2110,2110,MSE4210,Công nghệ vật liệu bột,3(3-1-1-6),3,5.5,0.7
2111,2111,MSE4220,Công nghệ vật liệu siêu sạch,2(2-1-0-4),2,3,0.7
2112,2112,MSE4240,Công nghệ vật liệu compozit,2(2-1-0.5-4),2,4,0.7
2113,2113,MSE4250,Công nghệ vật liệu quý hiếm,2(2-1-0.5-4),2,4,0.7
2114,2114,MSE4280,Công nghệ vật liệu bột mịn và siêu mịn,2(2-1-0.5-4),2,4,0.7
2115,2115,MSE4300,Điện phân nhôm,2(2-0-0.5-4),2,3,0.8
2116,2116,MSE4320,Công nghệ vật liệu bán dẫn,2(2-1-0-4),2,3,0.7
2117,2117,MSE4330,Công nghệ vật liệu ceramic,2(2-1-0-4),2,3,0.7
2118,2118,MSE4350,Công nghệ điện phân trong dung dịch nước,2(2-1-0.5-4),2,4,0.7
2119,2119,MSE4390,Công nghệ chế tạo các loại gang cầu,2(2-0-1-4),2,3.5,0.7
2120,2120,MSE4400,Hợp kim đúc,2(2-0-1-4),2,3.5,0.8
2121,2121,MSE4410,Vật liệu khuôn cát,2(2-0-1.5-4),2,4,0.8
2122,2122,MSE4420,Công nghệ khuôn đúc,2(2-1-0.5-6),2,4,0.7
2123,2123,MSE4440,Đồ án môn học Thiết kế đúc và CAD,1(0-1-0-8),1,2,0.7
2124,2124,MSE4441,Thiết kế đúc trên SOLIDWORKS,1(1-2-0-4),1,3,0.7
2125,2125,MSE4450,Các phương pháp đúc đặc biệt,2(2-0-1-4),2,3.5,0.7
2126,2126,MSE4470,Thiết bị đúc,2(2-1-0-4),2,3,0.7
2127,2127,MSE4490,Các quá trình đông đặc có điều khiển,2(2-0-0.2-2),2,2,0.7
2128,2128,MSE4500,Tái sinh phế liệu kim loại đúc,2(2-0-0.5-2),2,3,0.7
2129,2129,MSE4510,Tái sinh vật liệu làm khuôn cát,2(2-1-0-4),2,3,0.7
2130,2130,MSE4520,Phân tích nhiệt trong đúc,2(2-0-1.5-2),2,4,0.7
2131,2131,MSE4540,Thiết kế xưởng đúc,2(1-2-0-4),2,3,0.7
2132,2132,MSE4550,Tin học ứng dụng trong đúc,2(1-0-2-2),2,4,0.7
2133,2133,MSE4560,Khuyết tật đúc,2(2-0-0-4),2,2,0.7
2134,2134,MSE4570,Đúc mỹ thuật,2(2-0-1-4),2,3.5,0.7
2135,2135,MSE4580,Thiết kế khuôn mẫu,2(2-1-0-4),2,3,0.7
2136,2136,MSE4590,Thực tập kỹ thuật,2(0-0-4-10),2,4,0.7
2137,2137,MSE4610,Công nghệ xử lý bề mặt,2(2-1-0.5-4),2,4,0.7
2138,2138,MSE4620,Công nghệ nhiệt luyện,2(2-1-0.5-4),2,4,0.7
2139,2139,MSE4630,Hiển vi điện tử và phân tích nguyên tố,2(2-1-0.5-4),2,4,0.7
2140,2140,MSE4640,Đồ án môn học Thiết kế xưởng nhiệt luyện,1(0-1-0-8),1,2,0.7
2141,2141,MSE4650,Thiết bị nhiệt luyện,2(2-1-0-4),2,3,0.7
2142,2142,MSE4660,Vật liệu kim loại mầu,2(2-1-0.5-4),2,4,0.7
2143,2143,MSE4670,Hợp kim hệ sắt,2(2-1-0.5-4),2,4,0.7
